"playerID","total_hits","total_hr","total_rbi","total_sb","firstName","lastName"
"infanom01",1427,82,542,80,"Omar","Infante"
"ingebr01",1166,152,648,45,"Brandon","Inge"
"iorgga01",633,20,238,23,"Garth","Iorg"
"irvinmo01",731,99,443,28,"Monte","Irvin"
"irwinch01",986,16,493,180,"Charlie","Irwin"
"isbelfr01",1056,13,455,253,"Frank","Isbell"
"iviemi01",724,81,411,22,"Mike","Ivie"
"izturce01",1103,17,312,110,"Cesar","Izturis"
"izturma01",810,39,334,93,"Maicer","Izturis"
"jablora01",687,83,438,16,"Ray","Jablonski"
"jacksau01",1145,65,381,114,"Austin","Jackson"
"jacksbo01",598,141,415,82,"Bo","Jackson"
"jacksco01",591,52,295,27,"Conor","Jackson"
"jacksda03",676,80,317,43,"Darrin","Jackson"
"jacksda04",536,32,198,133,"Damian","Jackson"
"jacksjo01",1772,54,785,202,"Shoeless Joe","Jackson"
"jacksra01",835,103,415,36,"Randy","Jackson"
"jacksre01",2584,563,1702,228,"Reggie","Jackson"
"jacksro02",774,56,342,23,"Ron","Jackson"
"jacksso01",767,7,162,126,"Sonny","Jackson"
"jackstr01",1768,135,929,71,"Travis","Jackson"
"jacobba01",1714,83,821,86,"Baby Doll","Jacobson"
"jacobbr01",1220,120,545,16,"Brook","Jacoby"
"jahajo01",730,141,490,36,"John","Jaha"
"jamesch02",794,90,386,27,"Chris","James"
"jamesdi01",781,32,266,43,"Dion","James"
"jamiech01",1990,18,552,131,"Charlie","Jamieson"
"janvrha01",515,6,210,79,"Hal","Janvrin"
"jasojo01",573,55,281,16,"John","Jaso"
"javieju01",1469,78,506,135,"Julian","Javier"
"javiest01",1358,57,503,246,"Stan","Javier"
"jayjo02",1074,36,336,55,"Jon","Jay"
"jeffegr01",1593,126,663,196,"Gregg","Jefferies"
"jeffere01",637,72,300,2,"Reggie","Jefferson"
"jenkige01",1293,221,733,32,"Geoff","Jenkins"
"jennide01",508,55,191,95,"Desmond","Jennings"
"jennihu01",1526,18,840,359,"Hughie","Jennings"
"jenseja01",1463,199,929,143,"Jackie","Jensen"
"jensewo01",774,26,235,20,"Woody","Jensen"
"jeterde01",3465,260,1311,358,"Derek","Jeter"
"jimenda01",568,36,228,36,"D'Angelo","Jimenez"
"johnsal01",1331,78,525,113,"Alex","Johnson"
"johnsbi03",882,61,487,13,"Billy","Johnson"
"johnsbo01",2051,288,1283,96,"Bob","Johnson"
"johnsbo02",628,44,230,24,"Bob","Johnson"
"johnsch04",940,167,570,6,"Charles","Johnson"
"johnsch05",773,63,339,18,"Chris","Johnson"
"johnscl01",1016,196,699,9,"Cliff","Johnson"
"johnsda02",1252,136,609,33,"Davey","Johnson"
"johnsde01",1447,245,923,11,"Deron","Johnson"
"johnsdo01",992,14,381,139,"Doc","Johnston"
"johnsdo02",528,8,175,26,"Don","Johnson"
"johnser01",697,19,256,114,"Ernie","Johnson"
"johnsho01",1229,228,760,231,"Howard","Johnson"
"johnsja01",1254,102,531,50,"Jay","Johnstone"
"johnsji01",1493,22,410,169,"Jimmy","Johnston"
"johnske05",1140,155,550,87,"Kelly","Johnson"
"johnsla02",755,64,381,22,"Lamar","Johnson"
"johnsla03",1565,34,486,327,"Lance","Johnson"
"johnslo01",529,48,232,50,"Lou","Johnson"
"johnsni01",723,95,398,29,"Nick","Johnson"
"johnsre02",1014,65,408,41,"Reed","Johnson"
"johnsro02",1292,58,556,135,"Roy","Johnson"
"johnswa01",547,24,255,13,"Walter","Johnson"
"jollesm01",521,46,313,5,"Smead","Jolley"
"jonesad01",1939,282,945,97,"Adam","Jones"
"jonesan01",1933,434,1289,152,"Andruw","Jones"
"jonesbo01",791,7,316,49,"Bob","Jones"
"jonesch06",2726,468,1623,150,"Chipper","Jones"
"jonescl01",1196,93,524,91,"Cleon","Jones"
"jonesda01",1020,9,288,207,"Davy","Jones"
"jonesda03",548,41,237,20,"Dalton","Jones"
"jonesfi01",1920,21,631,359,"Fielder","Jones"
"jonesga02",734,122,400,28,"Garrett","Jones"
"jonesja04",1272,165,630,82,"Jacque","Jones"
"jonesma01",778,133,415,65,"Mack","Jones"
"jonesru01",1103,147,579,143,"Ruppert","Jones"
"jonesto01",964,4,336,149,"Tom","Jones"
"joneswi01",1502,190,812,40,"Willie","Jones"
"joosted01",1339,134,601,61,"Eddie","Joost"
"jordabr01",1454,184,821,119,"Brian","Jordan"
"jordabu01",890,17,281,20,"Buck","Jordan"
"jordari02",592,55,304,10,"Ricky","Jordan"
"jorgemi01",833,95,426,58,"Mike","Jorgensen"
"josefe01",708,54,324,102,"Felix","Jose"
"joshuvo01",610,30,184,55,"Von","Joshua"
"joycebi01",971,70,609,266,"Bill","Joyce"
"joycema01",861,145,482,34,"Matthew","Joyce"
"joynewa01",2060,204,1106,60,"Wally","Joyner"
"judgejo01",2352,71,1034,213,"Joe","Judge"
"judniwa01",782,90,420,20,"Wally","Judnich"
"jurgebi01",1613,43,656,36,"Billy","Jurges"
"justida01",1571,305,1017,53,"David","Justice"
"kalinal01",3007,399,1583,137,"Al","Kaline"
"kammwi01",1643,29,826,126,"Willie","Kamm"
"kampoal01",531,45,284,22,"Alex","Kampouris"
"kaplega01",799,82,386,77,"Gabe","Kapler"
"karkoro01",574,96,335,24,"Ron","Karkovice"
"karroer01",1724,284,1027,59,"Eric","Karros"
"kaskoed01",935,22,261,31,"Eddie","Kasko"
"kauffbe01",961,49,454,234,"Benny","Kauff"
"kearnau01",914,121,494,33,"Austin","Kearns"
"keelewi01",2932,33,810,495,"Willie","Keeler"
"keistbi01",758,18,400,131,"Bill","Keister"
"kellech01",1085,189,760,45,"Charlie","Keller"
"kellejo01",2220,65,1194,443,"Joe","Kelley"
"kellge01",2054,78,870,51,"George","Kell"
"kellyge01",1778,148,1020,65,"High Pockets","Kelly"
"kellypa01",1147,76,418,250,"Pat","Kelly"
"kellyro01",1390,124,585,235,"Roberto","Kelly"
"keltnke01",1570,163,852,39,"Ken","Keltner"
"kempma01",1780,281,1010,183,"Matt","Kemp"
"kempst01",1128,130,634,39,"Steve","Kemp"
"kendafr01",603,31,244,5,"Fred","Kendall"
"kendaja01",2195,75,744,189,"Jason","Kendall"
"kendrho01",1722,125,710,126,"Howie","Kendrick"
"kennead01",1488,80,571,179,"Adam","Kennedy"
"kennebo01",1176,63,514,45,"Bob","Kennedy"
"kennete02",1313,113,628,6,"Terry","Kennedy"
"kentje01",2461,377,1518,94,"Jeff","Kent"
"keppije01",814,45,295,12,"Jeff","Keppinger"
"kerrbu01",903,31,333,38,"Buddy","Kerr"
"kessido01",1931,14,527,100,"Don","Kessinger"
"kiermke01",589,68,235,89,"Kevin","Kiermaier"
"killebi01",751,4,240,39,"Bill","Killefer"
"killeha01",2086,573,1584,19,"Harmon","Killebrew"
"kinerra01",1451,369,1015,22,"Ralph","Kiner"
"kingemi01",546,30,219,45,"Mike","Kingery"
"kingje01",1091,154,709,75,"Jeff","King"
"kingji01",699,117,401,23,"Jim","King"
"kingmda01",1575,442,1210,85,"Dave","Kingman"
"kinslia01",1999,257,909,243,"Ian","Kinsler"
"kipnija01",1120,123,529,135,"Jason","Kipnis"
"kirklwi01",837,148,509,52,"Willie","Kirkland"
"kirkped01",824,85,424,34,"Ed","Kirkpatrick"
"kittlro01",648,176,460,16,"Ron","Kittle"
"kittrma01",882,17,391,64,"Malachi","Kittridge"
"klausbi01",626,40,250,14,"Billy","Klaus"
"kleinch01",2076,300,1201,79,"Chuck","Klein"
"kleskry01",1564,278,987,91,"Ryan","Klesko"
"klingjo01",1154,20,515,124,"Johnny","Kling"
"kluszte01",1766,279,1028,20,"Ted","Kluszewski"
"kluttcl01",510,19,212,5,"Clyde","Kluttz"
"knabeot01",1103,8,365,143,"Otto","Knabe"
"knickbi01",943,28,368,25,"Bill","Knickerbocker"
"knighjo02",636,14,270,86,"John","Knight"
"knighra01",1311,84,595,14,"Ray","Knight"
"knoblch01",1839,98,615,407,"Chuck","Knoblauch"
"knoopbo01",856,56,331,16,"Bobby","Knoop"
"koenima01",1190,28,443,31,"Mark","Koenig"
"kollodo01",1081,29,393,76,"Don","Kolloway"
"konerpa01",2340,439,1412,9,"Paul","Konerko"
"koneted01",2150,74,992,255,"Ed","Konetchy"
"kopfla01",750,5,266,72,"Larry","Kopf"
"koskico01",936,124,506,71,"Corey","Koskie"
"kotchca01",799,71,388,14,"Casey","Kotchman"
"kotsama01",1784,127,720,98,"Mark","Kotsay"
"kouzmke01",650,87,371,6,"Kevin","Kouzmanoff"
"koyer01",515,36,260,40,"Ernie","Koy"
"kraneed01",1418,118,614,15,"Ed","Kranepool"
"kreevmi01",1321,45,514,115,"Mike","Kreevich"
"kressre01",1454,89,799,47,"Red","Kress"
"kreutch01",593,54,274,5,"Chad","Kreuter"
"krukjo01",1170,100,592,58,"John","Kruk"
"kubekto01",1109,57,373,29,"Tony","Kubek"
"kubelja01",913,140,564,12,"Jason","Kubel"
"kubiate01",565,13,202,13,"Ted","Kubiak"
"kuennha01",2092,87,671,68,"Harvey","Kuenn"
"kuheljo01",2212,131,1049,178,"Joe","Kuhel"
"kuipedu01",917,1,263,52,"Duane","Kuiper"
"kurowwh01",925,106,529,19,"Whitey","Kurowski"
"laabsch01",813,117,509,32,"Chet","Laabs"
"lachaca01",1380,39,693,192,"Candy","LaChance"
"lacyle01",1303,91,458,185,"Lee","Lacy"
"lairdge01",597,38,238,21,"Gerald","Laird"
"lajoina01",3243,82,1599,380,"Nap","Lajoie"
"lakeed01",599,39,193,52,"Eddie","Lake"
"lamarbi01",633,19,245,25,"Bill","Lamar"
"lambmi01",746,69,349,7,"Mike","Lamb"
"landiji01",1061,93,467,139,"Jim","Landis"
"landrke01",1099,91,479,145,"Ken","Landreaux"
"langebi01",1056,39,579,400,"Bill","Lange"
"lanieha01",843,8,273,11,"Hal","Lanier"
"lankfra01",1561,238,874,258,"Ray","Lankford"
"lansfca01",2074,151,874,224,"Carney","Lansford"
"lansimi01",1124,84,440,119,"Mike","Lansing"
"laporfr01",1185,15,560,101,"Frank","LaPorte"
"larkeno01",538,32,271,3,"Norm","Larker"
"larkiba01",2340,198,960,379,"Barry","Larkin"
"larkige01",618,32,266,23,"Gene","Larkin"
"larocad01",1452,255,882,13,"Adam","LaRoche"
"larueja01",628,96,348,14,"Jason","LaRue"
"laryly01",1239,38,526,162,"Lyn","Lary"
"lavagco01",945,40,486,63,"Cookie","Lavagetto"
"lavalmi01",663,18,294,5,"Mike","LaValliere"
"lavando01",954,7,377,71,"Doc","Lavan"
"lawribr01",578,71,253,41,"Brett","Lawrie"
"lawru01",656,18,199,228,"Rudy","Law"
"lawtoma02",1273,138,631,165,"Matt","Lawton"
"lawva01",972,71,442,34,"Vance","Law"
"lazzeto01",1840,178,1191,148,"Tony","Lazzeri"
"leachfr01",1147,72,509,32,"Freddy","Leach"
"leachto01",2143,63,810,361,"Tommy","Leach"
"leeca01",2273,358,1363,125,"Carlos","Lee"
"leede02",1959,331,1078,104,"Derrek","Lee"
"leeha01",755,33,323,15,"Hal","Lee"
"leema02",686,19,249,31,"Manuel","Lee"
"leetr01",958,115,488,59,"Travis","Lee"
"lefebji01",756,74,404,8,"Jim","Lefebvre"
"lefloro01",1283,59,353,455,"Ron","LeFlore"
"leibeha01",808,101,518,5,"Hank","Leiber"
"leibone01",1109,3,284,134,"Nemo","Leibold"
"lemahdj01",1223,75,451,80,"DJ","LeMahieu"
"lemasjo01",709,22,229,94,"Johnnie","LeMaster"
"lemkema01",795,32,270,11,"Mark","Lemke"
"lemonch01",1875,215,884,58,"Chet","Lemon"
"lemonji01",901,164,529,13,"Jim","Lemon"
"leonaje01",1342,144,723,163,"Jeffrey","Leonard"
"lepcite01",512,69,251,11,"Ted","Lepcio"
"leslisa01",749,36,389,14,"Sam","Leslie"
"lewisbu01",1563,71,607,83,"Buddy","Lewis"
"lewisda01",1021,27,342,247,"Darren","Lewis"
"lewisdu01",1518,38,793,113,"Duffy","Lewis"
"lewisma01",736,48,306,29,"Mark","Lewis"
"leyriji01",667,90,387,7,"Jim","Leyritz"
"lezcasi01",1122,148,591,37,"Sixto","Lezcano"
"liebemi01",1155,150,610,8,"Mike","Lieberthal"
"lillibo01",549,3,137,23,"Bob","Lillis"
"lindad01",1247,200,723,7,"Adam","Lind"
"lindejo01",762,72,404,17,"Johnny","Lindell"
"lindjo01",935,9,324,62,"Jose","Lind"
"lindofr01",835,130,384,93,"Francisco","Lindor"
"lindsfr01",1747,103,779,84,"Freddie","Lindstrom"
"liponjo01",690,10,266,28,"Johnny","Lipon"
"liriane01",576,25,240,59,"Nelson","Liriano"
"litwhda01",982,107,451,11,"Danny","Litwhiler"
"loberha01",1252,32,482,316,"Hans","Lobert"
"lockdo01",642,122,373,30,"Don","Lock"
"lockhke01",591,44,268,30,"Keith","Lockhart"
"lockmwh01",1658,114,563,43,"Whitey","Lockman"
"loducpa01",1112,80,481,20,"Paul","Lo Duca"
"loftoke01",2428,130,781,622,"Kenny","Lofton"
"loganjo01",1407,93,547,19,"Johnny","Logan"
"lollash01",1415,155,808,20,"Sherm","Lollar"
"lombaer01",1792,190,990,8,"Ernie","Lombardi"
"loneyja01",1425,108,669,38,"James","Loney"
"longda02",805,132,467,10,"Dale","Long"
"longhe01",2129,91,1055,537,"Herman","Long"
"longoev01",1703,297,1015,57,"Evan","Longoria"
"longte01",824,69,376,27,"Terrence","Long"
"lopatst01",661,116,397,18,"Stan","Lopata"
"lopesda01",1671,155,614,557,"Davey","Lopes"
"lopezal01",1547,51,652,46,"Al","Lopez"
"lopezfe01",1145,90,439,124,"Felipe","Lopez"
"lopezhe01",1251,136,591,16,"Hector","Lopez"
"lopezja01",1527,260,864,8,"Javy","Lopez"
"lopezjo01",1005,92,480,25,"Jose","Lopez"
"lordbr01",707,13,236,74,"Bris","Lord"
"lordha01",1026,14,294,206,"Harry","Lord"
"loretma01",1713,76,629,47,"Mark","Loretta"
"loudeba01",507,12,202,112,"Baldy","Louden"
"lowebo01",1934,71,989,303,"Bobby","Lowe"
"lowelmi01",1619,223,952,30,"Mike","Lowell"
"lowenjo01",881,116,441,128,"John","Lowenstein"
"lowrepe01",1177,37,479,48,"Peanuts","Lowrey"
"lowrije01",1043,104,509,7,"Jed","Lowrie"
"lucrojo01",1128,108,545,30,"Jonathan","Lucroy"
"luderfr01",1344,84,642,55,"Fred","Luderus"
"ludwiry01",923,154,587,17,"Ryan","Ludwick"
"lugoju01",1279,80,475,198,"Julio","Lugo"
"lumleha01",728,38,305,110,"Harry","Lumley"
"lummi01",877,90,431,13,"Mike","Lum"
"lumpeje01",1314,47,454,20,"Jerry","Lumpe"
"lupieto01",632,18,230,57,"Tony","Lupien"
"luzingr01",1795,307,1128,37,"Greg","Luzinski"
"lynchje01",798,115,470,12,"Jerry","Lynch"
"lynnfr01",1960,306,1111,72,"Fred","Lynn"
"lyonsst01",545,19,196,42,"Steve","Lyons"
"mabryjo01",898,96,446,7,"John","Mabry"
"macfami01",906,129,514,12,"Mike","Macfarlane"
"machama01",1200,207,598,58,"Manny","Machado"
"mackco01",659,5,265,127,"Connie","Mack"
"mackoro01",603,64,286,49,"Rob","Mackowiak"
"mackra01",629,34,278,35,"Ray","Mack"
"macksh01",853,80,398,90,"Shane","Mack"
"maddoel01",742,18,234,60,"Elliott","Maddox"
"maddoga01",1802,117,754,248,"Garry","Maddox"
"madlobi01",2008,163,860,174,"Bill","Madlock"
"magadda01",1197,42,495,11,"Dave","Magadan"
"mageele01",1031,12,277,186,"Lee","Magee"
"mageesh01",2169,83,1176,441,"Sherry","Magee"
"maguifr01",545,1,163,23,"Freddie","Maguire"
"maisefr01",510,6,148,194,"Fritz","Maisel"
"majesha01",956,57,501,10,"Hank","Majeski"
"maldoca01",1042,146,618,34,"Candy","Maldonado"
"malonbi01",585,6,177,155,"Billy","Maloney"
"malzofr01",1486,133,728,14,"Frank","Malzone"
"mancugu01",1194,53,543,8,"Gus","Mancuso"
"manniri01",1349,56,458,168,"Rick","Manning"
"mannle01",1332,44,503,129,"Les","Mann"
"mantife01",707,89,330,27,"Felix","Mantilla"
"mantlmi01",2415,536,1509,153,"Mickey","Mantle"
"manushe01",2524,110,1183,114,"Heinie","Manush"
"manwaki01",733,21,278,10,"Kirt","Manwaring"
"maranra01",2605,28,884,291,"Rabbit","Maranville"
"marioma01",1448,36,624,35,"Marty","Marion"
"marisro01",1325,275,851,21,"Roger","Maris"
"markani01",2355,188,1031,66,"Nick","Markakis"
"marsaar01",612,2,221,171,"Armando","Marsans"
"marshmi02",971,148,530,26,"Mike","Marshall"
"marshwi01",1160,130,604,14,"Willard","Marshall"
"marteke01",555,54,219,38,"Ketel","Marte"
"martest01",1047,108,420,239,"Starling","Marte"
"martial03",1172,132,485,173,"Al","Martin"
"martibi02",877,64,333,34,"Billy","Martin"
"martibu01",618,58,321,5,"Buck","Martinez"
"martica01",713,108,424,10,"Carmelo","Martinez"
"martida01",1599,91,580,183,"Dave","Martinez"
"martied01",2247,309,1261,49,"Edgar","Martinez"
"martihe01",643,28,215,33,"Hersh","Martin"
"martijd02",1168,231,711,24,"J. D.","Martinez"
"martije01",666,85,345,38,"Jerry","Martin"
"martile01",617,58,228,126,"Leonys","Martin"
"martipe01",1227,59,501,146,"Pepper","Martin"
"martira03",512,29,242,10,"Ramon","Martinez"
"martiru01",1416,191,771,101,"Russell","Martin"
"martist01",599,16,183,36,"Stu","Martin"
"martiti02",1925,339,1271,27,"Tino","Martinez"
"martivi01",2153,246,1178,7,"Victor","Martinez"
"masiph01",917,47,417,45,"Phil","Masi"
"matheed01",2315,512,1453,68,"Eddie","Mathews"
"mathemi01",925,67,443,8,"Mike","Matheny"
"mathije01",516,50,277,11,"Jeff","Mathis"
"matsuhi01",1253,175,760,13,"Hideki","Matsui"
"matsuka01",615,32,211,102,"Kazuo","Matsui"
"matthga01",2011,234,978,183,"Gary","Matthews"
"matthga02",1056,108,484,95,"Gary","Matthews"
"mattido01",2153,222,1099,14,"Don","Mattingly"
"mauerjo01",2123,143,923,52,"Joe","Mauer"
"maxvida01",748,6,252,7,"Dal","Maxvill"
"maxwech01",856,148,532,18,"Charlie","Maxwell"
"maybejo01",1379,255,879,20,"John","Mayberry"
"maybica01",949,71,347,183,"Cameron","Maybin"
"mayca01",1127,90,536,85,"Carlos","May"
"mayda01",920,96,422,60,"Dave","May"
"mayde01",596,52,310,30,"Derrick","May"
"mayele01",1109,94,419,59,"Lee","Maye"
"mayle01",2031,354,1244,39,"Lee","May"
"maymi01",971,77,443,4,"Milt","May"
"maynebr01",951,38,403,18,"Brent","Mayne"
"mayoed01",759,26,287,29,"Eddie","Mayo"
"maypi01",610,4,215,13,"Pinky","May"
"mayswi01",3283,660,1903,338,"Willie","Mays"
"mazarno01",518,79,308,7,"Nomar","Mazara"
"mazerbi01",2016,138,853,27,"Bill","Mazeroski"
"mazzile01",1068,93,460,197,"Lee","Mazzilli"
"mcaleji01",1008,11,469,262,"Jimmy","McAleer"
"mcauldi01",1530,197,697,63,"Dick","McAuliffe"
"mcbriba01",1153,63,430,183,"Bake","McBride"
"mcbrige01",1203,7,447,133,"George","McBride"
"mccanbr01",1590,282,1018,25,"Brian","McCann"
"mccarja01",1205,8,476,145,"Jack","McCarthy"
"mccarti01",1501,97,645,61,"Tim","McCarver"
"mccorba01",867,15,417,130,"Barry","McCormick"
"mccorfr01",1711,128,951,27,"Frank","McCormick"
"mccormi02",640,14,215,16,"Mike","McCormick"
"mccosba01",1301,24,397,58,"Barney","McCosky"
"mccovwi01",2211,521,1555,26,"Willie","McCovey"
"mccraqu01",675,21,244,89,"Quinton","McCracken"
"mccrato01",972,75,404,143,"Tommy","McCraw"
"mccreto01",857,27,388,116,"Tom","McCreery"
"mcculcl01",785,52,339,27,"Clyde","McCullough"
"mccutan01",1664,233,819,187,"Andrew","McCutchen"
"mcdonjo03",568,28,210,34,"John","McDonald"
"mcdougi01",1291,112,576,45,"Gil","McDougald"
"mcdowod01",715,74,266,169,"Oddibe","McDowell"
"mcfared01",826,13,383,65,"Ed","McFarland"
"mcganda01",1482,42,727,282,"Dan","McGann"
"mcgeaja01",604,9,276,164,"Jack","McGeachey"
"mcgeewi01",2254,79,856,352,"Willie","McGee"
"mcgehca01",721,67,380,7,"Casey","McGehee"
"mcgrajo01",1309,13,462,436,"John","McGraw"
"mcgrifr01",2490,493,1550,72,"Fred","McGriff"
"mcgwima01",1626,583,1414,12,"Mark","McGwire"
"mchenau01",592,34,286,35,"Austin","McHenry"
"mcinnst01",2405,20,1063,172,"Stuffy","McInnis"
"mcintma01",1066,4,319,120,"Matty","McIntyre"
"mckeaed01",2084,67,1124,324,"Ed","McKean"
"mckecbi01",713,8,240,127,"Bill","McKechnie"
"mcleala01",694,6,298,20,"Larry","McLean"
"mclemma01",1602,53,615,272,"Mark","McLemore"
"mclouna01",803,101,333,133,"Nate","McLouth"
"mcmanma01",1926,120,999,126,"Marty","McManus"
"mcmilro01",1639,68,594,41,"Roy","McMillan"
"mcmulke01",1273,156,606,20,"Ken","McMullen"
"mcnaier01",1240,82,633,59,"Eric","McNair"
"mcneeea01",614,4,213,69,"Earl","McNeely"
"mcquige02",1588,135,794,32,"George","McQuinn"
"mcraebr01",1336,103,532,196,"Brian","McRae"
"mcraeha01",2091,191,1097,109,"Hal","McRae"
"mcreyke01",1439,211,807,93,"Kevin","McReynolds"
"mearepa01",849,58,382,43,"Pat","Meares"
"medwijo01",2471,205,1383,42,"Joe","Medwick"
"melesa01",916,80,544,15,"Sam","Mele"
"melilsk01",1316,22,548,69,"Ski","Melillo"
"meltobi01",1004,160,591,23,"Bill","Melton"
"menchke01",632,89,331,12,"Kevin","Mench"
"menkede01",1270,101,606,34,"Denis","Menke"
"menosmi01",685,18,252,90,"Mike","Menosky"
"mercejo03",762,64,299,13,"Jordy","Mercer"
"merceor01",1108,103,585,57,"Orlando","Merced"
"mercewi01",506,7,197,88,"Win","Mercer"
"merklfr01",1580,61,733,272,"Fred","Merkle"
"merriwh01",655,49,241,107,"Whit","Merrifield"
"mertesa01",1227,40,721,396,"Sam","Mertes"
"metkoca01",934,47,373,61,"George","Metkovich"
"metzgro01",972,5,254,83,"Roger","Metzger"
"metzlal01",561,9,207,46,"Alex","Metzler"
"meusebo01",1693,156,1068,142,"Bob","Meusel"
"meuseir01",1521,106,819,113,"Irish","Meusel"
"meyerch01",826,14,363,44,"Chief","Meyers"
"meyerda01",944,86,459,61,"Dan","Meyer"
"michaca01",1142,53,501,64,"Cass","Michaels"
"michage01",642,15,226,22,"Gene","Michael"
"michaja01",613,59,299,22,"Jason","Michaels"
"mientdo01",899,66,405,14,"Doug","Mientkiewicz"
"miksied01",722,44,228,52,"Eddie","Miksis"
"milancl01",2100,17,617,495,"Clyde","Milan"
"milbola01",623,11,184,41,"Larry","Milbourne"
"milesaa01",793,19,229,30,"Aaron","Miles"
"millafe01",1617,22,403,67,"Felix","Millan"
"millake01",1284,170,699,7,"Kevin","Millar"
"millebi02",1934,116,992,127,"Bing","Miller"
"millebr02",573,88,293,35,"Brad","Miller"
"milleda02",834,87,406,5,"Damian","Miller"
"milledo02",1526,32,715,177,"Dots","Miller"
"milledo03",507,12,235,64,"Doc","Miller"
"milledu01",771,22,421,206,"Dusty","Miller"
"milleed03",1270,97,640,64,"Eddie","Miller"
"milleot01",695,5,231,40,"Otto","Miller"
"milleri01",1046,28,369,78,"Rick","Miller"
"millewa02",623,8,221,128,"Ward","Miller"
"millira01",553,70,284,16,"Randy","Milligan"
"milneed01",607,42,195,145,"Eddie","Milner"
"milnejo01",855,131,498,31,"John","Milner"
"minchdo01",1003,200,643,24,"Don","Mincher"
"minosmi01",1963,186,1023,205,"Minnie","Minoso"
"mitchda01",1244,41,403,45,"Dale","Mitchell"
"mitchke01",1173,234,760,30,"Kevin","Mitchell"
"mitchmi01",1138,27,514,202,"Mike","Mitchell"
"mittege01",623,76,301,14,"George","Mitterwald"
"mizejo01",2011,359,1337,28,"Johnny","Mize"
"moellda01",618,15,192,171,"Danny","Moeller"
"mokanjo01",563,32,273,26,"Johnny","Mokan"
"molinbe01",1317,144,711,3,"Bengie","Molina"
"molinjo01",592,39,223,20,"Jose","Molina"
"molinya01",1963,156,916,66,"Yadier","Molina"
"molitpa01",3319,234,1307,504,"Paul","Molitor"
"mondari01",1619,241,775,98,"Rick","Monday"
"mondera01",1589,271,860,229,"Raul","Mondesi"
"moneydo01",1623,176,729,80,"Don","Money"
"monrocr01",678,115,433,19,"Craig","Monroe"
"montawi01",1604,139,802,32,"Willie","Montanez"
"montemi01",973,126,550,5,"Miguel","Montero"
"moonwa01",1399,142,661,89,"Wally","Moon"
"moorech02",1052,36,408,51,"Charlie","Moore"
"mooreed01",706,13,257,52,"Eddie","Moore"
"moorege03",958,58,436,31,"Gene","Moore"
"moorejo01",926,73,452,23,"Johnny","Moore"
"moorejo02",1615,79,513,46,"Jo-Jo","Moore"
"moorera01",627,27,308,11,"Randy","Moore"
"moorete01",1318,80,513,82,"Terry","Moore"
"moralje01",1173,95,570,37,"Jerry","Morales"
"moralke01",1289,213,740,6,"Kendrys","Morales"
"morame01",1503,171,754,93,"Melvin","Mora"
"moranbi02",545,28,202,10,"Billy","Moran"
"moranhe01",527,2,135,103,"Herbie","Moran"
"moranmi01",1222,32,351,123,"Mickey","Morandini"
"moranpa01",618,18,262,55,"Pat","Moran"
"morelke01",1279,121,674,28,"Keith","Moreland"
"morelmi01",932,166,559,11,"Mitch","Moreland"
"morenom01",1257,37,386,487,"Omar","Moreno"
"morgaed01",879,52,473,36,"Ed","Morgan"
"morgajo02",2517,268,1133,689,"Joe","Morgan"
"morgany01",550,12,136,120,"Nyjer","Morgan"
"morgara01",630,4,254,87,"Ray","Morgan"
"moriage02",920,5,376,248,"George","Moriarty"
"morneju01",1603,247,985,5,"Justin","Morneau"
"morriha02",1216,76,513,45,"Hal","Morris"
"morriji01",876,112,435,50,"Jim","Morrison"
"morrilo01",789,139,424,23,"Logan","Morrison"
"morsemi01",705,105,355,6,"Mike","Morse"
"morynwa01",667,101,354,7,"Walt","Moryn"
"mosebll01",1494,169,737,280,"Lloyd","Moseby"
"moseswa01",2138,89,679,174,"Wally","Moses"
"mossbr01",742,160,473,11,"Brandon","Moss"
"mossle01",552,63,276,1,"Les","Moss"
"mostijo01",1054,23,376,176,"Johnny","Mostil"
"motama01",1149,31,438,50,"Manny","Mota"
"moustmi01",1041,182,561,18,"Mike","Moustakas"
"mowremi01",1099,7,461,167,"Mike","Mowrey"
"muellbi02",1229,85,493,20,"Bill","Mueller"
"muelldo01",1292,65,520,11,"Don","Mueller"
"muellhe01",597,22,272,37,"Heinie","Mueller"
"muellra01",733,56,373,14,"Ray","Mueller"
"mullipa01",676,87,385,20,"Pat","Mullin"
"mullira01",972,73,435,15,"Rance","Mulliniks"
"mumphje01",1442,70,575,174,"Jerry","Mumphrey"
"munsoth01",1558,113,701,48,"Thurman","Munson"
"murcebo01",1862,252,1043,127,"Bobby","Murcer"
"murphda02",1563,44,702,193,"Danny","Murphy"
"murphda05",2111,398,1266,161,"Dale","Murphy"
"murphda07",950,104,472,54,"David","Murphy"
"murphda08",1543,135,719,68,"Daniel","Murphy"
"murphdw01",1069,166,609,100,"Dwayne","Murphy"
"murphed02",680,4,195,111,"Eddie","Murphy"
"murraed02",3255,504,1917,110,"Eddie","Murray"
"murrare01",1170,37,579,321,"Red","Murray"
"murtada01",661,8,219,49,"Danny","Murtaugh"
"musiast01",3630,475,1951,78,"Stan","Musial"
"myattgl01",722,38,387,20,"Glenn","Myatt"
"myerbu01",2131,38,850,156,"Buddy","Myer"
"myersbi01",616,45,243,23,"Billy","Myers"
"myersgr01",776,87,396,3,"Greg","Myers"
