mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
-355.4219055175781,55.638431549072266,11.767483711242676,3.2446608543395996,3.210514545440674,-23.867177963256836,-16.06643295288086,3.5366387367248535,-9.262463569641113,-2.8036389350891113,-6.392794132232666,1.7634341716766357,-4.785490989685059,9.0
-342.50885009765625,84.8165283203125,29.19415283203125,-37.82349395751953,-13.769311904907227,-5.717813491821289,1.947623610496521,-7.299786567687988,-5.339475631713867,-0.10694780200719833,-1.641183614730835,-7.7302656173706055,-13.253680229187012,4.0
-337.0105285644531,60.81676483154297,19.421127319335938,-20.144908905029297,1.868994951248169,-16.608396530151367,-8.734702110290527,-5.314436435699463,-5.474387168884277,2.1158363819122314,-6.085101127624512,-3.9973597526550293,-5.4325337409973145,1.0
-299.388671875,98.39563751220703,-40.41396713256836,-13.247471809387207,-45.23186492919922,-15.587965965270996,8.028462409973145,-24.573427200317383,-12.62590503692627,1.8627532720565796,-11.609878540039062,-9.336000442504883,-18.802518844604492,4.0
-611.6580200195312,53.56441116333008,18.225040435791016,16.748592376708984,-10.378824234008789,12.793974876403809,-11.096299171447754,5.716020107269287,1.489465594291687,-4.794355392456055,7.002199172973633,-10.367862701416016,2.1894872188568115,1.0
-275.77685546875,87.88298797607422,-17.084125518798828,-14.45647144317627,-33.778961181640625,-16.64254379272461,1.1890493631362915,7.534672737121582,-7.0355305671691895,-28.38037109375,4.328400611877441,-25.402240753173828,-10.715216636657715,5.0
-393.7850036621094,12.642396926879883,-7.542275428771973,10.97946548461914,-34.34868621826172,-60.28512191772461,-25.453155517578125,-12.62789535522461,-39.33848571777344,7.998702049255371,-21.209911346435547,-9.297069549560547,-22.36924171447754,7.0
-333.7320556640625,55.412841796875,1.8013404607772827,1.1380897760391235,5.838316440582275,-18.00653839111328,-13.570058822631836,5.2555623054504395,-13.261919975280762,-6.828000545501709,-8.49068546295166,2.8256876468658447,-5.322327136993408,9.0
-304.8973693847656,81.35334777832031,-7.660585880279541,6.8838019371032715,-40.3082275390625,-20.243162155151367,7.083600044250488,2.7722818851470947,-11.202098846435547,-18.079978942871094,-2.157956838607788,-24.993877410888672,-12.235998153686523,5.0
-381.13043212890625,52.60993194580078,31.268997192382812,22.76274871826172,-39.35089874267578,-33.57992935180664,0.7385575771331787,-18.062034606933594,-25.144149780273438,-16.638031005859375,-15.676736831665039,-2.395751953125,-13.009522438049316,2.0
-453.25213623046875,79.21426391601562,47.61457443237305,11.98720645904541,-44.930152893066406,-13.316211700439453,-20.61731719970703,-35.733951568603516,-17.306167602539062,-13.55393123626709,-10.26472282409668,-12.34779167175293,-6.392322063446045,2.0
-596.041015625,36.65182876586914,16.601016998291016,1.247241497039795,-6.623537063598633,-13.316899299621582,-16.580074310302734,2.6384050846099854,-17.845195770263672,-3.0350284576416016,-2.8720738887786865,-3.7599847316741943,-4.05889368057251,7.0
-567.9654541015625,107.59890747070312,-12.900429725646973,-32.518680572509766,-20.44347381591797,-11.723895072937012,-9.334173202514648,-16.675119400024414,-6.023486137390137,-3.8149590492248535,-3.796975612640381,6.194880485534668,-12.398055076599121,4.0
-341.6121520996094,43.21654510498047,25.13558006286621,-1.2268487215042114,-8.224446296691895,-24.6898136138916,-12.203156471252441,-2.9663355350494385,-7.425444602966309,2.144185781478882,2.1683216094970703,-7.129406452178955,-0.07559286057949066,7.0
-393.03546142578125,14.409547805786133,17.909461975097656,6.167050838470459,-38.41095733642578,-28.48447608947754,-2.0045981407165527,-17.45403289794922,-2.0712225437164307,-2.132643699645996,-0.12834657728672028,-24.539644241333008,-4.994966983795166,6.0
-354.5603332519531,47.530052185058594,49.48334884643555,-0.7519259452819824,-15.248249053955078,-18.693456649780273,-16.590314865112305,-15.343790054321289,-10.059272766113281,-0.15706419944763184,-3.103036880493164,5.682832717895508,-0.2250085473060608,6.0
-338.16986083984375,90.98636627197266,8.56908130645752,21.25248146057129,-28.096834182739258,11.708686828613281,-33.22587585449219,4.83284330368042,7.032623767852783,-17.046268463134766,-6.078615665435791,-16.107656478881836,-4.788989067077637,9.0
-576.6907348632812,75.10000610351562,-11.0327787399292,-10.903404235839844,-10.315709114074707,-13.490736961364746,-6.3590850830078125,-14.938298225402832,-12.268821716308594,-1.1139253377914429,-0.358790785074234,3.7694790363311768,-12.5348482131958,4.0
-515.283935546875,55.73734664916992,-12.085630416870117,8.508795738220215,-23.887584686279297,-15.583416938781738,-4.32443380355835,0.5036150813102722,-13.147059440612793,-12.981643676757812,-10.527434349060059,-22.81276512145996,-15.794977188110352,9.0
-378.033447265625,114.99446868896484,17.71033477783203,-11.053675651550293,-38.86115646362305,-30.213075637817383,-20.949697494506836,-7.123100757598877,-22.316465377807617,-14.286438941955566,3.0837113857269287,-24.85850715637207,-3.2793471813201904,7.0
-557.5162963867188,75.96802520751953,-0.01821492426097393,-12.268080711364746,-5.218254089355469,-6.369349479675293,-17.002195358276367,0.007820511236786842,-12.858379364013672,-2.841576099395752,-17.294227600097656,-13.066496849060059,-10.661084175109863,9.0
-505.225341796875,63.09760284423828,-6.559750556945801,-6.906614780426025,-15.819457054138184,3.8528857231140137,-23.43004035949707,3.3854482173919678,-14.389347076416016,-3.631026029586792,-13.916849136352539,-12.942564964294434,-12.848581314086914,9.0
-581.8412475585938,46.1971549987793,9.64013385772705,3.901686429977417,-16.282655715942383,-18.520437240600586,0.42065319418907166,1.7475128173828125,-4.484731674194336,-1.5727070569992065,7.563346862792969,-16.390207290649414,-9.13262939453125,7.0
-476.98431396484375,3.4269299507141113,19.84751319885254,10.62100601196289,-41.78910827636719,-6.4362311363220215,-27.544960021972656,-20.42536163330078,-19.432456970214844,1.9480533599853516,-13.644449234008789,-2.4878902435302734,-2.0867533683776855,6.0
-387.04083251953125,40.10125732421875,-23.39374351501465,-13.65694522857666,-31.945144653320312,-30.272777557373047,-47.044864654541016,-14.817841529846191,-30.441951751708984,-0.9885480403900146,-21.01771354675293,-3.0245234966278076,-14.388882637023926,4.0
-511.3007507324219,88.59313201904297,-4.119735240936279,-4.756971836090088,-24.447355270385742,-4.993278980255127,-25.507164001464844,-10.470427513122559,-14.69632625579834,-0.5668609738349915,-9.561355590820312,-1.7733711004257202,0.6681575775146484,0.0
-349.2546691894531,38.018272399902344,-32.05556106567383,-25.3707218170166,-14.390560150146484,-42.61751174926758,-22.736589431762695,-20.657445907592773,-32.30772018432617,-8.04495906829834,-37.46001434326172,-5.07879114151001,-28.034143447875977,1.0
-398.9653015136719,20.70203399658203,6.676046848297119,16.834423065185547,-25.549802780151367,-4.746897220611572,-13.99023723602295,8.767683982849121,-8.586843490600586,-0.9291999936103821,3.826375961303711,-0.36639559268951416,-4.94368314743042,6.0
-589.872802734375,56.50971603393555,37.905914306640625,18.831613540649414,-27.498842239379883,-3.696889638900757,-16.661052703857422,-22.530921936035156,-13.89322280883789,-11.692712783813477,0.37332308292388916,-5.211798191070557,-13.77383041381836,3.0
-417.2332763671875,26.79025650024414,6.561528205871582,8.248083114624023,-29.415931701660156,-39.19786834716797,-37.54759216308594,-28.962158203125,-41.45057678222656,-3.775636911392212,-28.70663070678711,-6.335128307342529,-16.725601196289062,0.0
-408.7635192871094,29.025663375854492,34.52851486206055,27.61734962463379,-40.880130767822266,7.831297397613525,-15.812568664550781,-3.318634033203125,-9.836060523986816,2.5132672786712646,-5.559112548828125,-6.489201068878174,-4.225682735443115,8.0
-559.54248046875,32.07086181640625,55.074119567871094,23.64136505126953,-25.37410545349121,-1.0108078718185425,-20.47414779663086,-21.231441497802734,-11.787680625915527,-17.526723861694336,0.08485892415046692,-1.2986851930618286,-2.820070743560791,3.0
-426.81695556640625,-25.416236877441406,15.601808547973633,14.340024948120117,-38.88142776489258,-45.45429992675781,-23.520858764648438,-39.31526565551758,-38.73007583618164,0.8136415481567383,-31.661571502685547,-4.522150039672852,-16.846649169921875,6.0
-585.614013671875,27.066551208496094,27.890012741088867,16.639562606811523,-23.166183471679688,-13.154001235961914,-7.435824394226074,-16.790176391601562,-5.346815586090088,-0.46143218874931335,2.8274600505828857,-6.123992919921875,-3.676802635192871,6.0
-350.7276306152344,68.72621154785156,20.96682357788086,-22.282676696777344,7.291559219360352,-12.234807014465332,-6.9752583503723145,-3.593625545501709,-3.430440664291382,-7.573569297790527,-2.1420047283172607,1.8168613910675049,-2.5395052433013916,1.0
-564.52587890625,5.384114742279053,27.28404998779297,3.581395387649536,-18.705333709716797,-13.48991584777832,-5.029804706573486,-18.854904174804688,-7.467574119567871,0.3608344793319702,7.311896800994873,-4.523896217346191,1.012133002281189,6.0
-565.7398681640625,49.031742095947266,-6.406819820404053,7.444145202636719,-10.206205368041992,3.1893110275268555,-9.63833236694336,11.695672988891602,-1.0629432201385498,1.0444871187210083,0.1862332671880722,-3.9195752143859863,-3.488919973373413,5.0
-439.2077941894531,54.28461837768555,2.806248664855957,-19.599227905273438,-17.93643569946289,-28.4796142578125,-50.06010437011719,-31.056241989135742,-43.41164779663086,-11.608297348022461,-26.033729553222656,-4.079298496246338,-16.668865203857422,2.0
-427.5563659667969,9.306803703308105,22.25571632385254,13.216745376586914,-46.39936065673828,-38.05104446411133,-33.77088928222656,-34.43637466430664,-28.539926528930664,1.4672383069992065,-34.63941955566406,-1.064324140548706,-28.170312881469727,8.0
-451.5433654785156,-3.0608484745025635,29.719770431518555,1.565842628479004,-36.54559326171875,-28.65399169921875,-30.014205932617188,-24.127641677856445,-26.768508911132812,-8.753739356994629,-36.11092758178711,-0.2528926432132721,-27.66187858581543,8.0
-609.3734130859375,3.6777937412261963,29.04498291015625,2.0019354820251465,-7.337736129760742,-9.075865745544434,-2.429600238800049,-10.08958911895752,-3.103092908859253,3.557077169418335,0.786570131778717,3.9080326557159424,-0.15554751455783844,6.0
-307.78875732421875,119.62561798095703,-36.92377471923828,-18.73574447631836,-44.26580810546875,-19.840665817260742,12.658068656921387,-24.45591926574707,-14.318548202514648,-1.0528098344802856,-14.161299705505371,-8.038710594177246,-19.7635555267334,4.0
-362.6307373046875,57.33562469482422,46.89933776855469,3.55947208404541,4.325427532196045,-10.768034934997559,-12.798059463500977,-23.087080001831055,-20.974496841430664,-6.379671096801758,-3.220524787902832,-1.3746594190597534,0.42117106914520264,0.0
-366.0410461425781,50.3238639831543,42.384525299072266,6.301234722137451,-2.394179582595825,-22.260379791259766,-4.456601619720459,-8.846914291381836,-15.676111221313477,-4.1007866859436035,-5.257166385650635,0.5878893136978149,7.0747857093811035,0.0
-398.291015625,18.041425704956055,-18.149356842041016,6.013686180114746,-43.38703536987305,-31.327106475830078,-24.31941795349121,-15.934401512145996,-32.050437927246094,-10.132823944091797,-32.26723861694336,-12.255449295043945,-25.0026912689209,9.0
-538.433349609375,77.7053451538086,0.5178038477897644,-16.94093894958496,-16.051406860351562,1.9418514966964722,-17.017919540405273,-7.740830421447754,-16.27300453186035,-12.749691009521484,-6.109447479248047,-12.501890182495117,-13.305399894714355,1.0
-384.7080993652344,148.51156616210938,-34.26191329956055,-26.656375885009766,-24.33270263671875,-30.150503158569336,2.9361584186553955,-28.411998748779297,-17.841815948486328,-9.812926292419434,-6.008572101593018,-3.1224021911621094,-16.923465728759766,4.0
-359.7759094238281,49.443138122558594,32.86669158935547,8.434008598327637,-17.932416915893555,-11.837911605834961,-9.154692649841309,-10.100375175476074,-8.40119743347168,-1.5146573781967163,-8.739123344421387,-6.8703742027282715,-4.60479736328125,8.0
-349.6260681152344,36.64345932006836,24.552831649780273,4.374029159545898,-26.666549682617188,-5.3826751708984375,-11.129936218261719,-2.653730630874634,-8.196765899658203,-0.4875220060348511,-8.374909400939941,-2.2348883152008057,-4.965054512023926,8.0
-368.108642578125,65.43003845214844,54.75546646118164,-6.661566257476807,-52.563079833984375,-19.231918334960938,-27.766983032226562,-40.12804412841797,-6.272502422332764,-19.7259464263916,-11.381742477416992,-8.53909969329834,-12.163483619689941,8.0
-467.5770568847656,59.74079513549805,-2.3708255290985107,21.167882919311523,-14.063458442687988,-2.7670161724090576,-15.659174919128418,-1.5827423334121704,-11.79071044921875,7.054096698760986,-3.805105209350586,-8.31755542755127,1.0686922073364258,0.0
-350.5677795410156,108.99052429199219,17.304031372070312,10.764530181884766,-8.671097755432129,-37.96953582763672,-17.931642532348633,-31.8831729888916,-0.6374127864837646,-3.5098817348480225,-18.060291290283203,-11.38227653503418,-14.591897010803223,0.0
-350.74945068359375,58.66670227050781,31.78087043762207,-1.1240296363830566,2.777299165725708,-16.818172454833984,-12.822113037109375,-22.18294906616211,-11.777311325073242,-0.19611205160617828,-0.9422658085823059,0.26379913091659546,-2.2046475410461426,0.0
-390.2593078613281,6.978105545043945,-11.058424949645996,7.931220054626465,-31.617084503173828,-36.82987976074219,-24.092525482177734,-22.162988662719727,-29.8395938873291,-11.173412322998047,-30.700603485107422,-11.97796630859375,-28.600793838500977,9.0
-372.4074401855469,121.01641845703125,8.381656646728516,1.6884666681289673,-38.48797607421875,-22.678077697753906,-19.430543899536133,-20.81073760986328,-19.875778198242188,-5.7431206703186035,-15.420184135437012,-1.6031227111816406,-12.759125709533691,0.0
-568.5380859375,92.11605072021484,1.6895346641540527,-19.199111938476562,-15.985816955566406,-4.363990306854248,-12.473642349243164,0.8187575340270996,-5.201537132263184,-17.763254165649414,-2.6105599403381348,-14.866074562072754,-17.341007232666016,1.0
-539.5615234375,30.61797523498535,26.833770751953125,13.287494659423828,-32.50233459472656,-8.912609100341797,-23.249988555908203,-19.794946670532227,-12.50728988647461,-0.3973822593688965,2.388960361480713,0.10000360012054443,3.432110548019409,6.0
-410.4673156738281,58.18418884277344,20.803621292114258,24.63287353515625,-51.92494583129883,9.804010391235352,-20.006591796875,-4.678187370300293,-12.147587776184082,3.307701587677002,-5.799229145050049,-6.332240581512451,2.0184361934661865,8.0
-390.8122863769531,48.04145050048828,61.99335479736328,11.270174026489258,-3.139683485031128,-17.115243911743164,-10.861955642700195,-20.922077178955078,-10.083147048950195,-9.995837211608887,-4.179509162902832,-0.42409127950668335,-1.2477980852127075,3.0
-343.3431091308594,42.94291687011719,32.96955871582031,7.158243656158447,-9.40121078491211,-24.922378540039062,-11.831798553466797,-7.965959072113037,-11.493999481201172,4.917256832122803,-0.38272738456726074,-10.011862754821777,-2.5660324096679688,7.0
-322.15557861328125,75.91008758544922,-3.1909265518188477,4.364443302154541,-24.79561424255371,-26.809965133666992,-27.726423263549805,0.10332625359296799,-13.89831256866455,-21.428991317749023,8.777497291564941,-35.0213623046875,-10.361591339111328,7.0
-579.0987548828125,29.861968994140625,59.06246566772461,-0.9176191091537476,-31.811317443847656,-2.6998631954193115,-30.272563934326172,-21.497617721557617,-9.677809715270996,-3.4271392822265625,5.790399551391602,3.526294469833374,-1.141041874885559,8.0
-657.0870971679688,14.622629165649414,23.01382827758789,5.263288974761963,-25.18717384338379,-16.808414459228516,-5.868924140930176,-20.006723403930664,-9.55289077758789,-2.340651750564575,2.1229987144470215,0.3114801049232483,5.76956033706665,6.0
-362.72979736328125,84.88362121582031,33.8785400390625,-4.1598591804504395,-29.048503875732422,-30.9149169921875,-9.26365852355957,-25.570125579833984,-35.777061462402344,-3.4297516345977783,-4.808107852935791,-5.28160285949707,3.0841493606567383,3.0
-508.65130615234375,51.7724609375,-34.85041809082031,-6.93570613861084,-19.493881225585938,-1.694161057472229,1.8192064762115479,3.061492681503296,-11.445235252380371,-12.287796020507812,-1.4283421039581299,-4.639094352722168,-18.22924041748047,5.0
-500.1848449707031,66.79598236083984,-13.374523162841797,-20.96514892578125,-11.395877838134766,4.160653591156006,-29.519927978515625,9.94290542602539,-18.05962371826172,-3.590669631958008,-11.110888481140137,-12.139473915100098,-9.080657005310059,1.0
-571.5650024414062,24.835893630981445,14.252485275268555,20.834068298339844,-28.43802833557129,-21.057762145996094,-9.40665054321289,-23.72089385986328,-16.45380401611328,-2.161484479904175,-4.913076400756836,-1.4583474397659302,-0.17747245728969574,6.0
-372.181640625,76.81063842773438,36.98064422607422,7.891399383544922,-53.69995880126953,-23.578744888305664,-0.37320899963378906,-23.961132049560547,-24.4755802154541,-10.286918640136719,-7.558617115020752,-10.715457916259766,-7.027361869812012,3.0
-584.7007446289062,35.30741500854492,52.65470504760742,5.620586395263672,-30.440135955810547,2.8303844928741455,-25.240018844604492,-10.589484214782715,-11.904196739196777,1.229535460472107,-13.455483436584473,4.633984088897705,-4.743392467498779,8.0
-364.098388671875,2.9900758266448975,-21.920427322387695,-2.614107608795166,-37.85212707519531,-37.589778900146484,-32.99253463745117,-16.08346176147461,-30.70747947692871,-5.620485305786133,-28.78581428527832,-2.6200437545776367,-20.863975524902344,5.0
-346.35162353515625,70.8896255493164,5.7079668045043945,27.78121566772461,-39.31884002685547,-38.166866302490234,-17.295351028442383,-20.46263313293457,-26.429553985595703,-10.472237586975098,-13.706324577331543,-5.333475589752197,-3.7800614833831787,3.0
-336.7737121582031,67.73190307617188,29.41282844543457,4.610060691833496,-34.67567443847656,-36.08701705932617,-13.846287727355957,-24.002498626708984,-33.70943832397461,-8.588558197021484,-4.835900783538818,-3.918508529663086,-7.638409614562988,3.0
-384.4588317871094,36.339134216308594,23.65134048461914,21.25865364074707,-46.15565872192383,5.907638072967529,-15.117318153381348,-3.5081493854522705,-8.164107322692871,0.6338171362876892,-6.115598678588867,-7.831723690032959,4.230857849121094,8.0
-540.758544921875,85.63257598876953,6.3522725105285645,-14.903722763061523,-8.929915428161621,-0.5658087134361267,-20.83747673034668,2.1647443771362305,-11.331436157226562,-9.543363571166992,-6.542001724243164,-9.628528594970703,-9.034870147705078,1.0
-279.5718078613281,-6.6678361892700195,-47.11357498168945,-20.249462127685547,-46.145023345947266,-43.96657180786133,-26.110326766967773,-12.285512924194336,-25.27295684814453,-12.171353340148926,-42.31632614135742,-4.599190711975098,-17.942113876342773,5.0
-405.08526611328125,83.17595672607422,2.0495457649230957,-6.267807960510254,-34.66575241088867,23.16362953186035,-14.872641563415527,12.751855850219727,-7.431831359863281,-2.331200122833252,0.7897835969924927,-4.723963260650635,-14.235613822937012,4.0
-557.6318359375,33.04908752441406,47.60216522216797,15.802000045776367,-8.23827075958252,-16.09079360961914,-18.439956665039062,-24.97623062133789,-10.994919776916504,-10.8124361038208,-10.753528594970703,-0.31662237644195557,-15.227118492126465,2.0
-569.1727294921875,65.29045104980469,-0.20606231689453125,19.734577178955078,-19.7807674407959,-3.5722413063049316,-5.113545894622803,3.8965823650360107,-13.22120475769043,-6.223377704620361,-4.14876127243042,-19.403728485107422,-11.679741859436035,9.0
-413.7242736816406,64.99801635742188,23.252622604370117,32.88634490966797,-19.497304916381836,5.135554790496826,-23.73070526123047,8.661073684692383,-4.2372870445251465,-10.77089786529541,6.451748847961426,-5.8455424308776855,-8.979622840881348,7.0
-572.1719360351562,68.73046112060547,6.512184143066406,8.86965274810791,-20.13387680053711,-4.52175235748291,-3.8490350246429443,1.5297590494155884,-16.496156692504883,-3.163034439086914,4.904654502868652,-17.115678787231445,-10.988289833068848,9.0
-531.4417724609375,42.3721809387207,39.64799880981445,7.4974212646484375,-14.343941688537598,-16.374284744262695,-19.550392150878906,-25.72718048095703,-15.633708000183105,-6.823254585266113,-5.146388530731201,7.709078311920166,-11.518718719482422,2.0
-412.52685546875,62.15067672729492,6.535123348236084,31.82012939453125,-21.210369110107422,10.348322868347168,-28.477996826171875,12.413650512695312,0.41719767451286316,-9.384998321533203,4.3134379386901855,-6.872496604919434,-7.073539733886719,7.0
-431.50469970703125,85.12702941894531,11.294184684753418,-2.3836019039154053,-36.981571197509766,20.243236541748047,-17.546144485473633,13.730484008789062,-4.871070861816406,-6.145439147949219,2.342479944229126,-2.240859270095825,-12.41765022277832,4.0
-352.42840576171875,-6.589932441711426,-25.839384078979492,1.3900787830352783,-37.57197189331055,-38.4361457824707,-32.85838317871094,-14.276952743530273,-33.704551696777344,-6.113857746124268,-40.357032775878906,-0.6608361005783081,-19.417531967163086,5.0
-524.0275268554688,91.09342956542969,-4.1201677322387695,-24.890098571777344,-8.668511390686035,-5.275196075439453,-22.533754348754883,-1.4566987752914429,-8.448043823242188,-10.072713851928711,-10.129210472106934,-9.14271068572998,-12.342388153076172,1.0
-425.157958984375,41.936195373535156,32.388038635253906,30.464599609375,-37.018218994140625,8.892738342285156,-15.247410774230957,-1.5479702949523926,-10.013526916503906,5.002861976623535,-5.520641326904297,-5.43468713760376,-0.8309838175773621,8.0
-386.4201965332031,76.77062225341797,31.60219383239746,18.589704513549805,-33.384437561035156,-27.302087783813477,-24.852405548095703,-19.15216636657715,-31.773826599121094,-11.178686141967773,-15.73853874206543,-6.198686599731445,-9.96084213256836,3.0
-338.9853210449219,66.2986068725586,20.230194091796875,22.26309585571289,-43.15367126464844,-29.10076141357422,-21.998920440673828,-27.091581344604492,-36.83534240722656,-8.633135795593262,-19.006961822509766,-4.505597114562988,-3.327972888946533,3.0
-368.83172607421875,85.56706237792969,37.48853302001953,15.156871795654297,-45.98276901245117,-36.524234771728516,1.2101787328720093,-25.522308349609375,-27.923248291015625,-11.440041542053223,-8.253368377685547,-9.016176223754883,-6.803537845611572,3.0
-448.64404296875,40.41067123413086,24.420217514038086,11.313197135925293,-43.36892318725586,-16.496835708618164,-28.40639305114746,-19.669084548950195,-18.248292922973633,-0.43441709876060486,-3.9207961559295654,-0.7511584162712097,3.0264618396759033,6.0
-519.3291625976562,68.98570251464844,1.4038525819778442,-20.106691360473633,-3.3336563110351562,0.07996663451194763,-18.425127029418945,6.2890777587890625,-17.96238899230957,-4.665602207183838,-10.909855842590332,-9.977889060974121,-8.166301727294922,1.0
-516.831298828125,47.75019836425781,-38.856990814208984,-4.718064308166504,-14.870229721069336,-1.3047937154769897,2.1585440635681152,8.539234161376953,-14.469340324401855,-13.902388572692871,-5.963740825653076,-1.5171427726745605,-20.57326889038086,5.0
-357.310791015625,9.91720199584961,-25.280025482177734,-2.6866490840911865,-38.09288787841797,-41.806182861328125,-38.551029205322266,-18.610530853271484,-33.49003601074219,-5.164112567901611,-33.920806884765625,-1.1525706052780151,-17.403356552124023,5.0
-557.3607788085938,35.506988525390625,47.86265563964844,2.371682643890381,-37.93594741821289,3.7471604347229004,-23.77593231201172,-11.123933792114258,-13.107205390930176,3.1522774696350098,-10.154358863830566,2.628909111022949,-3.3158364295959473,8.0
-347.7081298828125,80.47174072265625,0.9907792210578918,8.285223007202148,-22.784536361694336,-27.497631072998047,-17.956195831298828,0.11659079790115356,-18.2573299407959,-14.604727745056152,1.0905243158340454,-36.39975357055664,-9.323283195495605,7.0
-346.2745056152344,40.5634880065918,30.993560791015625,3.2442846298217773,-13.076157569885254,-24.412307739257812,-8.724530220031738,-6.951449871063232,-8.347214698791504,3.817612409591675,0.842918336391449,-8.969426155090332,-5.152037143707275,7.0
-352.43603515625,86.07769775390625,41.524200439453125,3.0346736907958984,-30.744741439819336,-34.77241897583008,-15.610299110412598,-24.706911087036133,-31.853105545043945,-5.028816223144531,-8.517940521240234,0.558771550655365,-2.596848726272583,3.0
-539.1766357421875,43.964874267578125,25.44367218017578,26.228866577148438,-40.7108039855957,-3.9420785903930664,-23.107986450195312,-26.139698028564453,-13.395675659179688,-9.446756362915039,-6.831795692443848,-4.044724941253662,2.3302879333496094,6.0
-593.5028076171875,27.86355209350586,44.57058334350586,1.6444045305252075,-32.655784606933594,-0.9542685151100159,-25.03697967529297,-15.878152847290039,-2.6153078079223633,-4.614384651184082,5.33209753036499,-2.812370538711548,-6.5458574295043945,8.0
-448.4510498046875,40.925132751464844,18.728187561035156,27.20514488220215,-35.624637603759766,5.0676984786987305,-15.921924591064453,-2.634165048599243,-5.25111198425293,2.9826440811157227,-1.1640019416809082,-3.7181918621063232,2.1556403636932373,8.0
-455.205322265625,27.872520446777344,36.982975006103516,17.10127067565918,-48.059600830078125,-9.976325988769531,-32.99006271362305,-25.603126525878906,-18.64796257019043,-4.901676654815674,-7.742518901824951,-1.0558515787124634,3.5500094890594482,6.0
-367.23712158203125,40.118751525878906,52.41165542602539,23.043197631835938,-5.137208938598633,-14.061667442321777,-10.669483184814453,-20.47356414794922,-12.806893348693848,-9.35082721710205,-2.5313074588775635,-0.19905169308185577,-0.5666115283966064,3.0
