log_rent,log_area,sqrt_hoa,rooms,furnished,bathroom,animal_accept
7.5740450053721995,4.605170185988092,26.457513110645905,3.0,0,1.0,0
7.602401335665818,3.7376696182833684,13.784048752090222,1.0,1,1.0,1
8.33758794211651,5.521460917862246,46.9041575982343,3.0,0,3.0,1
7.68937110752969,3.871201010907891,22.47220505424423,1.0,1,1.0,1
8.56522116042682,4.499809670330265,35.35533905932738,3.0,0,3.0,1
8.508354242749032,3.8066624897703196,29.257477676655586,1.0,1,2.0,1
8.772145439245099,5.0106352940962555,41.23105625617661,2.0,0,3.0,1
7.416979621381154,4.0943445622221,14.142135623730951,2.0,0,1.0,1
7.939515260662406,3.4339872044851463,19.235384061671343,1.0,0,1.0,1
9.353574540062091,5.3471075307174685,40.620192023179804,4.0,0,5.0,0
8.73294952429643,5.634789603169249,0.0,3.0,0,1.0,1
8.758726607842037,4.532599493153256,25.748786379167466,2.0,0,3.0,1
7.730174795246222,4.31748811353631,18.439088914585774,3.0,0,2.0,1
8.326274787396764,5.267858159063328,0.0,3.0,0,4.0,1
8.45638105201948,3.713572066704308,22.869193252058544,1.0,1,1.0,1
8.91139510724569,4.174387269895637,44.721359549995796,1.0,1,1.0,1
8.00836557031292,4.248495242049359,27.586228448267445,2.0,0,1.0,1
9.577064651767916,5.627621113690637,63.655321851358195,4.0,1,5.0,1
7.532623618788788,3.5553480614894135,17.4928556845359,1.0,0,1.0,1
9.081824949740755,5.703782474656201,47.958315233127195,4.0,0,4.0,1
7.75491027202143,4.110873864173311,21.42428528562855,2.0,0,1.0,1
8.257644958208228,4.867534450455582,40.74309757492672,3.0,0,2.0,1
7.31455283232408,4.382026634673881,22.360679774997898,2.0,0,1.0,1
8.937087036176523,5.099866427824199,46.46504062195577,4.0,0,4.0,0
8.016317898503415,5.393627546352362,21.213203435596427,4.0,0,2.0,1
7.013915474810528,3.8066624897703196,0.0,1.0,0,1.0,1
8.908694592507015,4.68213122712422,35.91656999213594,3.0,0,2.0,1
7.911324018963353,4.852030263919617,20.445048300260872,1.0,1,1.0,1
7.7501841622578365,4.0943445622221,21.213203435596427,1.0,0,1.0,0
9.47039427731049,5.521460917862246,45.27692569068709,4.0,0,5.0,1
7.87587915949631,3.8501476017100584,20.0,1.0,1,1.0,0
8.236420527265391,5.135798437050262,27.27636339397171,4.0,0,3.0,0
7.349873704738337,3.8066624897703196,17.320508075688775,1.0,0,1.0,0
8.378850241794492,3.7376696182833684,26.19160170741759,1.0,0,1.0,1
9.043931533642278,5.099866427824199,42.89522117905443,4.0,0,4.0,1
7.566828479208331,4.248495242049359,26.457513110645905,3.0,0,1.0,1
8.003697339094368,4.605170185988092,24.49489742783178,4.0,0,3.0,1
8.74798740166097,4.1588830833596715,36.05551275463989,2.0,1,2.0,1
7.354362330421477,4.219507705176107,17.88854381999832,2.0,0,1.0,1
8.136810863675537,4.31748811353631,24.899799195977465,2.0,0,2.0,0
9.871996885444757,6.396929655216146,86.02325267042627,4.0,0,4.0,1
7.7458682297922685,4.143134726391533,24.289915602982237,2.0,0,2.0,0
8.990566138131577,4.976733742420574,34.64101615137755,3.0,0,4.0,0
8.439880088313567,4.442651256490317,38.72983346207417,2.0,0,2.0,0
9.566615235893575,5.537334267018537,58.01723881744115,4.0,0,4.0,1
9.161150127785412,5.857933154483459,1.0,4.0,1,4.0,1
8.327726166461412,5.703782474656201,0.0,4.0,0,4.0,1
9.557469903071384,5.69035945432406,0.0,4.0,0,3.0,1
8.106514516255185,4.1588830833596715,21.213203435596427,2.0,0,2.0,1
8.254788926148725,4.890349128221754,28.513154858766505,3.0,0,2.0,1
6.823286122355687,3.784189633918261,18.708286933869708,1.0,0,1.0,1
8.100464891029363,5.480638923341991,0.0,3.0,0,4.0,1
8.017966703493599,4.248495242049359,22.135943621178654,3.0,0,2.0,1
7.792761720816526,3.091042453358316,17.378147196982766,1.0,0,1.0,1
7.218176838403408,3.912023005428146,18.708286933869708,1.0,0,1.0,1
7.9665866976384025,4.204692619390966,24.49489742783178,3.0,0,2.0,1
7.9229859587111955,3.4339872044851463,20.73644135332772,1.0,1,1.0,1
8.423761246623686,4.499809670330265,29.154759474226502,2.0,1,1.0,1
8.724044745953469,4.6913478822291435,44.721359549995796,3.0,0,3.0,1
7.869019376499023,5.991464547107982,0.0,4.0,0,2.0,0
9.640823243059636,5.703782474656201,0.0,4.0,1,5.0,1
9.093806555720231,5.648974238161206,48.373546489791295,4.0,0,3.0,1
7.946617563244473,4.248495242049359,18.973665961010276,2.0,1,1.0,1
9.203013596589722,5.733341276897746,51.58488150611572,4.0,0,5.0,1
7.725771441587952,4.248495242049359,0.0,2.0,0,1.0,1
9.47347357150655,5.886104031450156,47.958315233127195,3.0,0,4.0,1
7.785720896534624,3.4011973816621555,29.765752132274432,1.0,0,1.0,0
8.080546965824498,4.382026634673881,28.844410203711913,2.0,0,2.0,1
9.14782646658694,4.890349128221754,38.72983346207417,4.0,0,4.0,0
8.462737005620179,3.6375861597263857,40.24922359499622,1.0,1,1.0,0
8.464846711044029,4.290459441148391,33.166247903554,2.0,0,2.0,1
8.209580483475577,5.043425116919247,38.72983346207417,3.0,0,4.0,1
8.201934351194222,4.143134726391533,18.894443627691185,2.0,0,2.0,1
7.257002707092073,4.060443010546419,0.0,2.0,0,1.0,1
8.261268150577648,3.871201010907891,19.4164878389476,1.0,1,1.0,0
8.586719254064848,5.3471075307174685,41.23105625617661,3.0,0,4.0,1
7.6708948313621175,4.605170185988092,18.439088914585774,3.0,0,2.0,1
8.535622326884605,4.543294782270004,36.565010597564445,3.0,0,2.0,1
8.808219665118408,4.543294782270004,34.92849839314596,3.0,1,3.0,1
8.293799608846818,4.330733340286331,34.64101615137755,3.0,0,1.0,1
9.271435471335993,5.2574953720277815,45.8257569495584,3.0,0,3.0,1
9.15556734612889,5.37989735354046,53.70288632839021,3.0,0,4.0,1
7.631916513071252,4.219507705176107,24.698178070456937,2.0,0,1.0,1
8.248790733696413,4.700480365792417,33.83784863137726,3.0,0,2.0,1
7.802209316247118,4.553876891600541,25.69046515733026,2.0,0,2.0,1
9.885323581908457,6.802394763324311,0.0,4.0,0,6.0,1
7.382746449738912,3.5263605246161616,18.627936010197157,1.0,0,1.0,0
9.22029070282935,5.2574953720277815,44.721359549995796,3.0,0,4.0,1
7.719573989259581,4.127134385045092,18.708286933869708,2.0,0,2.0,1
8.27893600229198,5.19295685089021,0.0,3.0,0,3.0,1
7.162397497355718,3.784189633918261,18.708286933869708,1.0,1,1.0,1
7.644440761556566,4.605170185988092,15.811388300841896,2.0,0,1.0,0
7.778211474512493,4.941642422609304,30.0,3.0,0,3.0,0
8.52793528794814,5.135798437050262,39.6232255123179,3.0,1,3.0,1
7.4815557019095165,4.605170185988092,0.0,3.0,0,2.0,0
7.764296006450518,4.31748811353631,25.534290669607408,3.0,0,2.0,1
7.285506548522785,3.9512437185814275,14.142135623730951,2.0,0,1.0,1
9.607773308387083,6.906754778648554,0.0,5.0,0,7.0,1
9.28637505825218,5.598421958998375,46.9041575982343,4.0,0,4.0,1
7.0587581525186645,3.912023005428146,12.649110640673518,2.0,0,1.0,1
8.032035314398824,5.298317366548036,25.495097567963924,3.0,0,3.0,1
7.813995675002791,4.2626798770413155,20.73644135332772,2.0,0,2.0,1
9.506734385029985,6.214608098422191,0.0,5.0,0,4.0,1
7.0825485693553,4.0943445622221,0.0,2.0,0,1.0,1
7.824445930877619,4.700480365792417,33.166247903554,2.0,0,1.0,1
8.194229304819817,5.3471075307174685,0.0,3.0,0,3.0,1
9.115370134384955,5.393627546352362,44.955533585978046,3.0,0,4.0,1
8.35936910622267,5.298317366548036,0.0,3.0,0,2.0,0
8.868694776580972,4.867534450455582,47.958315233127195,3.0,0,4.0,1
8.581669210600602,4.174387269895637,32.202484376209235,2.0,1,2.0,1
8.365206834418355,4.564348191467836,28.35489375751565,3.0,0,2.0,1
10.196157166498947,6.492239835020471,69.2820323027551,4.0,1,5.0,1
8.511577452630602,4.672828834461906,38.2099463490856,3.0,1,2.0,1
7.999007213243955,4.653960350157523,27.202941017470888,3.0,0,2.0,1
8.376090350438238,4.605170185988092,30.0,3.0,0,2.0,1
9.165970424240243,5.659482215759621,0.0,3.0,1,4.0,1
7.2682230211595655,3.1780538303479458,15.165750888103101,1.0,1,1.0,0
6.898714534329988,3.091042453358316,0.0,1.0,0,1.0,0
7.904703913873747,4.248495242049359,0.0,1.0,0,1.0,0
7.489412083508719,3.784189633918261,15.811388300841896,1.0,1,1.0,1
7.839131648274333,5.0106352940962555,0.0,3.0,0,2.0,0
8.332067707289548,4.499809670330265,31.591137997862628,1.0,1,2.0,1
8.804775258867686,5.298317366548036,54.772255750516614,4.0,1,4.0,1
9.346617990268731,5.768320995793772,21.213203435596427,8.0,0,4.0,1
7.776954403322442,4.499809670330265,23.45207879911715,2.0,0,1.0,0
8.613593685702552,5.480638923341991,50.0,4.0,0,4.0,1
9.189423123720795,5.0369526024136295,41.036569057366385,4.0,0,3.0,1
8.68185981297147,4.0943445622221,48.373546489791295,2.0,0,2.0,1
8.096208271650037,4.61512051684126,27.92848008753788,3.0,0,2.0,1
8.05356916913454,4.941642422609304,0.0,3.0,0,4.0,0
9.745663467342562,6.214608098422191,0.0,4.0,0,5.0,1
8.357493812658563,4.700480365792417,34.56877203488721,3.0,0,3.0,1
8.5016733797582,4.700480365792417,0.0,3.0,0,3.0,1
7.745435610274381,4.499809670330265,14.142135623730951,2.0,0,2.0,1
9.854297308345357,5.950642552587727,59.16079783099616,4.0,1,6.0,0
7.676473646389156,4.04305126783455,23.874672772626646,2.0,0,1.0,1
8.185628891147607,5.075173815233827,40.620192023179804,3.0,1,3.0,1
7.387090235656757,3.6635616461296463,18.16590212458495,1.0,0,1.0,1
7.809135398120538,4.356708826689592,0.0,1.0,0,2.0,1
6.673297967767654,3.58351893845611,0.0,1.0,0,1.0,1
7.480992162869525,4.248495242049359,23.62202362203543,2.0,0,1.0,1
8.172729104865471,3.8066624897703196,17.320508075688775,1.0,1,1.0,0
9.500020447090638,5.298317366548036,59.16079783099616,3.0,0,4.0,1
8.408493774492896,4.605170185988092,0.0,3.0,0,3.0,1
8.529911963824013,3.7376696182833684,0.0,1.0,0,1.0,0
9.340491056441229,5.634789603169249,54.772255750516614,4.0,1,4.0,1
8.158516244806831,3.332204510175204,24.79919353527449,1.0,1,1.0,0
7.685243607975833,3.4011973816621555,17.204650534085253,1.0,1,1.0,0
7.573017256052546,4.442651256490317,18.35755975068582,3.0,0,2.0,1
7.410347097821024,4.418840607796598,22.360679774997898,1.0,0,1.0,0
8.304494897963567,4.442651256490317,23.45207879911715,3.0,1,2.0,1
7.62657020629066,4.499809670330265,18.027756377319946,3.0,0,2.0,1
6.919683849847411,3.912023005428146,0.0,2.0,0,1.0,1
8.20849175174038,3.912023005428146,24.49489742783178,1.0,0,1.0,1
8.90231952852887,5.703782474656201,0.0,3.0,0,2.0,0
7.122866658599083,3.6635616461296463,18.708286933869708,1.0,0,1.0,1
9.759039648170255,6.620073206530356,0.0,4.0,0,4.0,1
7.233455418621439,4.0943445622221,14.89966442575134,2.0,0,1.0,1
7.613818684808629,4.219507705176107,27.386127875258307,2.0,0,1.0,0
7.343426229147367,4.248495242049359,15.165750888103101,2.0,0,1.0,1
8.932212512329214,4.499809670330265,30.0,2.0,1,2.0,1
9.159362817211315,5.552959584921617,0.0,5.0,0,6.0,1
8.48879371689454,5.298317366548036,0.0,2.0,0,2.0,1
8.60392119492606,4.812184355372417,42.42640687119285,2.0,0,2.0,1
7.8119734296220225,4.844187086458591,14.832396974191326,3.0,1,2.0,1
7.620705086838262,5.19295685089021,0.0,4.0,0,2.0,1
8.1101268019411,4.700480365792417,0.0,3.0,0,2.0,0
7.784889295655098,4.248495242049359,24.186773244895647,2.0,1,2.0,1
8.265907334155747,3.5553480614894135,26.832815729997478,1.0,1,1.0,1
8.037220031133012,5.389071729816501,0.0,3.0,0,2.0,1
6.633318433280377,3.2188758248682006,7.0710678118654755,1.0,0,1.0,1
9.108418382250798,5.135798437050262,34.64101615137755,4.0,0,5.0,1
7.859026979751538,3.8066624897703196,30.0,1.0,0,1.0,1
8.897682313454224,6.040254711277414,0.0,4.0,0,4.0,0
7.00669522683704,3.828641396489095,0.0,1.0,0,1.0,1
8.883501584323207,4.976733742420574,32.984845004941285,3.0,1,3.0,1
7.218176838403408,4.07753744390572,13.784048752090222,2.0,0,2.0,1
9.201904893155081,5.41610040220442,43.01162633521314,4.0,0,3.0,1
9.00146947994869,5.3471075307174685,47.644516998286385,4.0,0,4.0,1
7.332369205929062,4.330733340286331,14.45683229480096,1.0,0,1.0,1
9.101194924715385,5.393627546352362,50.0,3.0,0,4.0,0
8.392083380373393,4.6913478822291435,41.78516483155236,3.0,0,2.0,1
7.484368643286131,4.553876891600541,25.41653005427767,2.0,0,1.0,1
7.52294091807237,3.4657359027997265,16.73320053068151,1.0,0,1.0,0
10.123024608256227,6.173786103901937,81.60882305241266,4.0,0,6.0,1
8.582980931954241,3.970291913552122,26.343879744638983,1.0,0,1.0,1
6.695798917058491,3.6888794541139363,0.0,1.0,0,1.0,0
8.259458195332408,3.912023005428146,22.360679774997898,1.0,1,1.0,1
7.362010551259734,4.0943445622221,0.0,1.0,0,1.0,1
7.611842399580417,4.1588830833596715,21.213203435596427,2.0,0,2.0,0
9.613803477413674,4.941642422609304,47.74934554525329,3.0,1,3.0,1
8.070906088787819,4.795790545596741,28.284271247461902,3.0,0,3.0,1
7.904334842085095,3.7612001156935624,22.315913604421397,1.0,1,1.0,1
8.032035314398824,2.995732273553991,41.23105625617661,1.0,1,1.0,0
7.141245122350491,4.060443010546419,17.0,2.0,0,1.0,1
9.142061531222888,6.345636360828596,0.0,5.0,1,6.0,1
8.244334047856094,4.477336814478207,31.304951684997057,2.0,0,1.0,1
8.87640491500694,4.48863636973214,30.0,3.0,0,2.0,1
7.87587915949631,3.8501476017100584,20.0,1.0,1,1.0,0
7.062191632286556,3.6888794541139363,0.0,1.0,0,1.0,1
7.8050670442584895,3.6888794541139363,19.6468827043885,1.0,1,1.0,1
7.122866658599083,4.0943445622221,20.0,1.0,0,2.0,1
7.564238475170491,3.2188758248682006,16.0312195418814,1.0,0,1.0,1
7.324489979348532,3.912023005428146,18.439088914585774,2.0,0,1.0,1
7.205635176410364,4.499809670330265,12.041594578792296,3.0,0,1.0,1
8.674367865788236,5.153291594497779,54.772255750516614,3.0,0,3.0,1
8.056426767522984,4.51085950651685,26.457513110645905,3.0,0,2.0,1
8.017966703493599,4.499809670330265,41.352146256270665,3.0,0,2.0,0
10.257308427491955,6.272877006546167,91.10433579144299,5.0,1,6.0,1
7.183111701743281,3.6888794541139363,0.0,1.0,0,1.0,0
9.628392595589819,5.69035945432406,0.0,4.0,0,5.0,1
7.811163385025279,4.465908118654584,29.154759474226502,3.0,0,2.0,1
8.641179171197228,5.703782474656201,0.0,3.0,0,3.0,1
8.708474489581665,4.912654885736052,37.815340802378074,3.0,0,3.0,1
7.213031659834869,3.9512437185814275,0.0,2.0,0,1.0,1
8.235625719964311,4.543294782270004,24.49489742783178,2.0,0,2.0,1
9.771098364490383,5.703782474656201,62.048368229954285,4.0,0,5.0,1
8.347827345782498,4.605170185988092,29.154759474226502,3.0,0,3.0,1
9.705646184084136,6.214608098422191,80.4114419718985,4.0,0,6.0,1
9.170871628065816,5.480638923341991,60.0,3.0,1,4.0,1
7.698029170272805,5.730099782973574,0.0,2.0,0,3.0,1
9.069122370060645,5.857933154483459,51.96152422706632,4.0,1,5.0,1
7.620214770574455,4.31748811353631,23.874672772626646,2.0,0,2.0,1
9.623773649733524,5.043425116919247,50.99019513592785,3.0,1,2.0,1
9.187276432377631,5.560681631015528,47.19110085598767,3.0,0,5.0,1
7.442492722794441,4.382026634673881,0.0,2.0,0,2.0,0
7.979681302387741,4.442651256490317,28.460498941515414,3.0,0,1.0,1
8.57922858233569,4.787491742782046,37.416573867739416,2.0,1,2.0,0
7.600902459542082,4.605170185988092,0.0,2.0,0,2.0,1
8.721113147762688,5.480638923341991,43.23193264243457,4.0,0,5.0,0
8.629628620746026,5.886104031450156,0.0,7.0,0,6.0,1
7.018401799069201,3.7376696182833684,0.0,1.0,0,1.0,0
8.17413934342947,3.4965075614664802,24.49489742783178,1.0,1,1.0,1
7.44600149832412,3.871201010907891,25.019992006393608,1.0,0,1.0,0
7.337587743538596,3.58351893845611,18.708286933869708,1.0,0,1.0,1
8.514188682395938,5.598421958998375,0.0,6.0,0,3.0,1
7.604396348796338,4.31748811353631,25.88435821108957,2.0,0,1.0,1
7.544861068658458,3.828641396489095,16.431676725154983,2.0,0,1.0,0
9.344871264933788,5.857933154483459,0.0,3.0,0,3.0,0
8.166784289056151,4.875197323201151,40.311288741492746,3.0,1,3.0,1
7.768956044538332,4.499809670330265,30.331501776206203,3.0,0,2.0,1
7.687997166393016,3.258096538021482,19.748417658131498,1.0,0,1.0,0
7.332369205929062,3.784189633918261,20.0,1.0,1,1.0,1
7.554334823725748,4.248495242049359,0.0,2.0,0,2.0,1
6.818924065275521,3.6888794541139363,0.0,1.0,0,1.0,0
8.148734808937169,5.768320995793772,0.0,4.0,0,2.0,1
8.561784074744113,5.3612921657094255,0.0,2.0,0,2.0,1
7.01571242048723,4.382026634673881,0.0,2.0,0,1.0,0
7.201170883281678,4.248495242049359,22.360679774997898,1.0,0,1.0,1
7.711996507047669,4.0943445622221,26.267851073127396,2.0,0,1.0,1
9.870447698457928,5.598421958998375,67.08203932499369,4.0,0,4.0,1
7.6783263565068856,4.248495242049359,28.284271247461902,2.0,0,1.0,1
8.75605259917045,5.703782474656201,0.0,6.0,0,2.0,1
9.612466578818832,5.393627546352362,45.27692569068709,4.0,1,5.0,1
7.653494909661253,4.1588830833596715,21.213203435596427,2.0,0,2.0,1
7.859026979751538,4.382026634673881,33.166247903554,3.0,0,3.0,0
8.08271113423758,4.02535169073515,25.0,1.0,1,1.0,1
9.395989718862811,5.081404364984463,38.07886552931954,4.0,0,3.0,1
7.4489161025442,3.5553480614894135,18.708286933869708,1.0,0,1.0,1
9.652458797732383,6.579251212010101,0.0,4.0,1,6.0,1
8.778171881033469,5.634789603169249,50.0,4.0,0,5.0,0
7.872073979866873,4.564348191467836,20.199009876724155,3.0,0,2.0,1
9.486455808056498,5.4638318050256105,40.0,3.0,0,4.0,1
7.458186157340487,4.394449154672439,14.2828568570857,3.0,0,2.0,1
7.759187438507795,4.127134385045092,24.08318915758459,2.0,0,1.0,1
7.268920128193722,4.8283137373023015,12.24744871391589,3.0,0,2.0,1
8.556990661290303,3.6109179126442243,29.832867780352597,1.0,1,1.0,1
8.687948111838727,4.0943445622221,40.98780306383839,2.0,0,2.0,1
9.232101863757695,5.438079308923196,60.0,4.0,0,2.0,1
9.426257878198653,5.3471075307174685,61.644140029689765,4.0,1,5.0,1
9.574288799881414,6.1092475827643655,0.0,4.0,0,3.0,1
8.327484416188264,5.455321115357702,0.0,3.0,1,5.0,1
8.204945165019208,4.90527477843843,29.46183972531247,4.0,0,3.0,0
8.734399150063695,5.978885764901122,0.0,4.0,0,5.0,1
7.715123603632105,4.5217885770490405,21.213203435596427,2.0,0,2.0,1
8.773694146384443,6.021023349349527,44.721359549995796,3.0,0,5.0,1
8.704170559746386,3.7376696182833684,23.664319132398465,1.0,0,1.0,1
8.174421152646497,3.4965075614664802,19.621416870348583,1.0,1,1.0,0
6.415096959171596,3.332204510175204,0.0,2.0,0,1.0,1
8.463792414689122,5.247024072160486,0.0,4.0,0,4.0,0
9.221280312014517,5.10594547390058,49.39635614091387,4.0,1,3.0,1
7.373374309910049,3.784189633918261,18.841443681416774,1.0,0,1.0,1
7.602900462204755,4.0943445622221,24.55605831561735,2.0,0,1.0,1
9.667765219015058,5.940171252720432,59.833101206606365,3.0,0,3.0,1
7.197435354096591,4.290459441148391,19.364916731037084,2.0,0,1.0,1
7.506591780070841,2.9444389791664403,24.899799195977465,1.0,0,1.0,1
9.148039345778804,5.438079308923196,42.42640687119285,3.0,0,5.0,1
8.01862546504575,3.6109179126442243,22.360679774997898,1.0,0,1.0,1
9.040026434306505,4.820281565605037,38.07886552931954,3.0,0,2.0,1
8.273591798199632,4.74493212836325,33.015148038438355,3.0,1,2.0,1
8.693999567522082,6.396929655216146,0.0,3.0,0,3.0,1
9.813562845008141,6.551080335043404,37.14835124201342,5.0,1,5.0,1
6.8501261661455,3.5553480614894135,10.0,1.0,0,1.0,1
7.016609683894219,2.70805020110221,0.0,1.0,1,1.0,0
7.679713639966372,4.382026634673881,23.874672772626646,3.0,0,2.0,1
6.855408798609928,3.871201010907891,14.142135623730951,1.0,0,1.0,1
7.8551570058813445,4.564348191467836,30.364452901377952,3.0,0,2.0,1
9.10320049641828,5.0106352940962555,42.930175867331364,3.0,1,2.0,1
8.596928159435091,4.653960350157523,41.0,3.0,0,2.0,0
9.517825071724143,5.318119993844216,51.97114584074513,4.0,1,4.0,0
8.323608442343572,4.8283137373023015,36.29049462324811,3.0,0,1.0,1
7.962067308753666,3.912023005428146,22.135943621178654,2.0,0,1.0,0
8.301769763117166,5.521460917862246,0.0,3.0,0,4.0,0
8.744488113852924,5.703782474656201,54.772255750516614,3.0,1,4.0,1
7.363913501405819,4.382026634673881,0.0,2.0,0,1.0,1
7.990576881743923,4.867534450455582,34.64101615137755,3.0,0,4.0,0
8.398634855292102,4.787491742782046,30.066592756745816,2.0,0,3.0,1
10.122221395361638,6.29156913955832,78.74007874011811,3.0,0,3.0,1
7.847762537473608,3.1354942159291497,19.79898987322333,1.0,0,1.0,1
7.836764783264067,2.70805020110221,0.0,1.0,1,1.0,0
8.546946149565585,4.276666119016055,30.0,1.0,0,2.0,1
8.142354276849835,4.553876891600541,31.38470965295043,3.0,0,2.0,1
9.555347511047232,5.799092654460526,53.5723809439155,4.0,0,5.0,1
9.069237530998182,4.31748811353631,40.0,2.0,1,2.0,0
8.583729715216482,3.970291913552122,26.267851073127396,1.0,0,1.0,1
8.103191752285786,5.181783550292085,34.64101615137755,3.0,0,2.0,0
8.315077007294104,5.0106352940962555,0.0,3.0,0,2.0,1
7.476472381163905,3.912023005428146,22.80350850198276,2.0,0,1.0,1
7.862112211662748,5.0106352940962555,0.0,3.0,0,2.0,0
7.16703787691222,3.2188758248682006,16.911534525287763,1.0,1,1.0,1
9.70868847423106,5.3471075307174685,56.124860801609124,3.0,0,4.0,0
7.693937325509272,4.31748811353631,24.49489742783178,3.0,0,2.0,1
9.793672686528922,5.298317366548036,43.55456348076513,2.0,0,4.0,1
9.117127990254003,5.857933154483459,0.0,4.0,0,4.0,1
7.350516171833998,3.8918202981106265,18.973665961010276,2.0,0,1.0,1
7.615791072035833,3.6888794541139363,0.0,1.0,1,1.0,0
8.780172651227646,3.8066624897703196,43.58898943540674,1.0,1,1.0,0
9.07280095795412,3.828641396489095,30.0,1.0,1,1.0,0
9.483416292038601,4.382026634673881,44.721359549995796,2.0,0,2.0,1
8.097730573664219,3.4011973816621555,20.0,1.0,1,1.0,1
7.806696372521179,4.382026634673881,7.0710678118654755,2.0,0,2.0,1
8.150179269682326,4.653960350157523,42.190046219457976,2.0,0,2.0,1
8.13622555490846,4.653960350157523,34.20526275297414,3.0,0,2.0,1
7.922623574217286,4.736198448394496,0.0,3.0,0,1.0,1
8.926783114101351,5.298317366548036,0.0,3.0,0,3.0,1
8.296795865770052,4.787491742782046,28.284271247461902,3.0,0,3.0,1
8.459352191726387,4.0943445622221,25.436194683953808,2.0,0,2.0,1
8.316055720364643,4.499809670330265,31.622776601683793,2.0,0,1.0,1
7.786967002614872,3.970291913552122,23.130067012440755,2.0,0,1.0,0
8.040768994367578,4.382026634673881,0.0,2.0,0,2.0,1
7.828436359157585,4.465908118654584,28.0,4.0,0,2.0,1
8.667335849845957,4.700480365792417,23.600847442411894,3.0,0,1.0,1
8.711113884053544,4.727387818712341,39.83716857408418,4.0,0,2.0,1
8.94715577112479,5.135798437050262,46.89349635077342,3.0,0,2.0,0
8.237743803890933,5.0106352940962555,26.457513110645905,3.0,0,2.0,0
7.621684998724611,4.0943445622221,21.656407827707714,2.0,0,2.0,1
7.818832443803404,3.7612001156935624,17.029386365926403,1.0,1,1.0,0
8.376781037699493,4.867534450455582,28.284271247461902,3.0,1,2.0,1
7.9229859587111955,4.23410650459726,25.495097567963924,3.0,1,2.0,1
7.992944547318106,5.723585101952381,0.0,3.0,0,2.0,1
